SEARCH_HISTORY_ID,SEARCH_KEYWORD,search_date,SEARCH_TYPE,member_id
4025922,서울 강남구,2023/09/29,location,203169
1628498,서울 강남구,2023/09/28,location,293970
6604688,인천 중구,2023/10/02,location,829517
5163406,서울 광진구,2023/09/30,location,973738
7408858,서울 종로구,2023/10/03,location,239656
2188568,경기도 양평군,2023/09/30,location,130354
4871725,서울 광진구,2023/10/03,location,699832
7104735,서울 중구,2023/10/01,location,531375
1058235,서울 중구,2023/10/03,location,171783
1140502,서울 강북구,2023/09/29,location,644599
8240454,인천 부평구,2023/10/05,location,779469
8557561,경기도 용인시,2023/10/02,location,939740
2620698,경기도 용인시,2023/10/03,location,304600
4325485,경기도 용인시,2023/10/05,location,933952
4967248,서울 구로구,2023/10/01,location,434880
9661076,경기도 부천시,2023/09/29,location,270589
3110749,경기도 부천시,2023/09/29,location,610201
3422373,서울 관악구,2023/10/01,location,864627
2869487,서울 종로구,2023/09/28,location,347131
2145251,서울 영등포구,2023/09/29,location,652804
8429572,서울 성동구,2023/10/04,location,725516
4225075,서울 마포구,2023/10/01,location,223879
6966797,서울 마포구,2023/09/29,location,260710
8461593,서울 성동구,2023/10/04,location,838828
4914632,인천 중구,2023/10/04,location,832954
9757593,인천 중구,2023/09/30,location,501946
1961533,인천 중구,2023/10/05,location,678147
8882132,인천 중구,2023/10/05,location,607209
9687806,경기도 파주시,2023/09/30,location,127110
9413175,서울 강남구,2023/10/03,location,632863
2526781,서울 강남구,2023/10/04,location,350214
9227353,서울 중구,2023/09/30,location,110231
6386690,서울 중구,2023/10/03,location,584271
6678285,서울 중구,2023/09/29,location,565798
5596197,인천 서구,2023/10/03,location,816661
7254884,서울 관악구,2023/09/29,location,107586
3095000,서울 관악구,2023/10/05,location,115243
3978857,인천 옹진군,2023/10/05,location,947675
5911482,인천 옹진군,2023/10/03,location,998762
1937418,인천 서구,2023/10/04,location,498051
1695795,서울 성북구,2023/09/30,location,559679
5119517,서울 종로구,2023/09/30,location,663682
9835867,서울 강남구,2023/10/01,location,104342
4568837,경기도 용인시,2023/10/02,location,712144
5842617,인천 미추홀구,2023/09/28,location,526526
6684436,경기도 수원시,2023/10/03,location,788703
9018903,서울 강남구,2023/09/28,location,856216
5983050,인천 중구,2023/09/28,location,615226
9518321,경기도 화성시,2023/09/30,location,758485
3422642,서울 서초구,2023/10/04,location,314272
3812638,서울 서초구,2023/09/29,location,348925
1664696,경기도 포천시,2023/10/03,location,336270
2669335,인천 서구,2023/09/28,location,959375
4559601,서울 종로구,2023/09/30,location,564744
9553368,인천 강화군,2023/09/28,location,969485
6333262,경기도 파주시,2023/09/29,location,376349
2200258,경기도 파주시,2023/10/01,location,117861
3616813,서울 성동구,2023/09/30,location,507819
6022979,서울 종로구,2023/10/01,location,419021
4000693,인천 옹진군,2023/10/02,location,534911
2039167,서울 송파구,2023/09/30,location,984984
3373066,경기도 안산시,2023/09/28,location,572125
6933018,경기도 안산시,2023/10/03,location,139853
3910508,경기도 하남시,2023/10/03,location,183124
4317091,경기도 수원시,2023/10/03,location,709144
2767514,경기도 수원시,2023/10/04,location,703300
8674091,경기도 수원시,2023/09/30,location,556958
6858465,서울 성동구,2023/10/02,location,172240
4112216,서울 성동구,2023/10/02,location,579522
2987817,서울 성동구,2023/09/28,location,618360
4537608,서울 은평구,2023/10/03,location,656925
8012664,서울 은평구,2023/10/04,location,503431
3376423,서울 성동구,2023/10/03,location,251324
3475877,서울 성동구,2023/09/29,location,114922
3432073,경기도 가평군,2023/10/05,location,607283
9006889,서울 광진구,2023/10/03,location,562561
8044942,서울 영등포구,2023/10/02,location,759040
1888426,서울 종로구,2023/10/01,location,508821
7489279,서울 종로구,2023/10/04,location,112028
5904880,서울 용산구,2023/09/28,location,588318
4817852,서울 용산구,2023/09/30,location,216087
8784661,인천 남동구,2023/10/05,location,929364
1135492,인천 남동구,2023/09/29,location,512979
2159155,경기도 여주시,2023/09/30,location,202354
7573856,서울 강남구,2023/10/04,location,869515
5443296,서울 강남구,2023/10/01,location,773088
6109937,인천 서구,2023/10/04,location,980555
7768919,서울 성동구,2023/09/29,location,190147
1374188,서울 성동구,2023/10/03,location,237421
3487374,서울 성동구,2023/09/28,location,494735
4128683,서울 송파구,2023/10/01,location,661472
5315732,서울 중구,2023/10/04,location,499396
8916420,서울 서초구,2023/10/05,location,409463
6641714,서울 용산구,2023/09/30,location,370830
8219267,경기도 의왕시,2023/10/04,location,603272
6344320,경기도 의왕시,2023/10/05,location,546590
5045654,서울,2023/10/01,location,262230
3632672,서울 종로구,2023/10/05,location,865752
8188164,서울 용산구,2023/09/30,location,627108
8395711,서울 용산구,2023/09/30,location,730930
1799386,서울 용산구,2023/09/28,location,913153
7326332,서울 성북구,2023/10/02,location,419343
4538558,경기도 이천시,2023/10/03,location,322444
5411872,경기도 동두천시,2023/09/28,location,753224
3397670,서울 종로구,2023/09/29,location,795047
7327412,서울 종로구,2023/09/29,location,899463
9051137,서울 종로구,2023/10/05,location,773292
3668001,인천 계양구,2023/09/28,location,277857
3994908,인천 중구,2023/10/03,location,827792
5966729,서울 은평구,2023/10/02,location,952287
9665318,인천 옹진군,2023/10/05,location,624335
5512566,인천 옹진군,2023/09/30,location,650509
8788893,경기도 안산시,2023/09/29,location,319021
6199071,서울 광진구,2023/10/03,location,906664
7824530,인천 강화군,2023/10/03,location,392561
9218761,인천 남동구,2023/10/01,location,140510
7757504,인천 남동구,2023/09/29,location,147336
5945932,인천 남동구,2023/09/29,location,696238
1199041,인천 남동구,2023/09/30,location,230509
9134574,인천 남동구,2023/10/02,location,697740
5150449,서울 중구,2023/10/03,location,191247
7971019,인천 중구,2023/10/04,location,507268
5266071,인천 중구,2023/10/03,location,811040
7313692,경기도 파주시,2023/10/03,location,609092
3948179,경기도 화성시,2023/09/29,location,729507
4911743,경기도 화성시,2023/10/05,location,316038
5933340,인천 부평구,2023/09/28,location,768974
4196633,서울 서초구,2023/10/02,location,490769
3839624,서울 광진구,2023/09/29,location,180310
5697620,서울 광진구,2023/09/28,location,666593
8159772,경기도 안성시,2023/09/29,location,185125
9048557,인천 동구,2023/10/03,location,456003
9101631,서울 강남구,2023/10/02,location,286770
6401596,서울 강남구,2023/09/30,location,932893
8518130,서울 강남구,2023/10/02,location,513228
2750932,경기도 이천시,2023/09/30,location,311850
4614172,서울 강남구,2023/09/28,location,667383
3802909,서울 중구,2023/10/01,location,157171
5192781,서울 중구,2023/10/03,location,609129
6433316,서울 마포구,2023/10/02,location,837644
6044326,인천 연수구,2023/10/02,location,223398
1766144,서울 성북구,2023/09/28,location,889669
9590652,경기도,2023/09/30,location,607249
6429746,경기도,2023/10/01,location,858104
3220396,경기도,2023/10/04,location,533050
2330353,서울 금천구,2023/10/03,location,406410
4083303,서울 금천구,2023/10/02,location,663388
9402336,경기도 안산시,2023/10/04,location,863915
5470539,서울 강남구,2023/10/02,location,529300
1102467,인천 강화군,2023/10/04,location,313657
2289299,인천 강화군,2023/09/30,location,377141
5942469,인천 강화군,2023/10/05,location,157004
6033226,서울 동대문구,2023/10/02,location,618826
1536444,서울 동대문구,2023/09/29,location,487867
5123180,인천 옹진군,2023/10/02,location,553542
4882241,서울,2023/10/01,location,415687
9988196,서울 은평구,2023/09/29,location,948279
2956447,인천 옹진군,2023/09/29,location,605896
3940018,서울 강남구,2023/10/05,location,869220
3434041,서울 서초구,2023/09/30,location,236481
6587101,인천 남동구,2023/10/04,location,200136
7282767,인천 강화군,2023/10/05,location,520924
1711922,경기도 고양시,2023/09/30,location,921943
2019954,인천 옹진군,2023/09/29,location,973047
2485715,서울 강남구,2023/10/03,location,459934
2154090,서울 중구,2023/10/03,location,981122
7463946,경기도 안성시,2023/09/28,location,318182
8030390,서울 중구,2023/10/03,location,259927
5503718,경기도 시흥시,2023/10/01,location,645752
2140416,서울 마포구,2023/10/04,location,315246
7066615,서울 마포구,2023/09/30,location,665481
9928047,서울 마포구,2023/10/03,location,484088
4815488,서울 중구,2023/09/29,location,272949
8299758,서울 중구,2023/09/28,location,524075
1840199,서울 중구,2023/09/30,location,860625
7490205,서울 강동구,2023/09/29,location,730835
6216308,서울 강동구,2023/09/30,location,395618
8518419,서울,2023/10/01,location,322303
6843379,서울,2023/10/05,location,208399
8232642,서울 동대문구,2023/10/04,location,548665
4995647,서울 동대문구,2023/09/28,location,337957
1405097,서울 동대문구,2023/10/05,location,681108
8045726,서울 동대문구,2023/09/30,location,479167
1701612,서울 성북구,2023/09/29,location,291050
1083966,경기도 연천군,2023/10/05,location,117203
7923860,경기도 여주시,2023/10/01,location,793768
8297257,경기도 수원시,2023/10/04,location,776623
3056483,경기도 양평군,2023/10/01,location,311467
4582683,서울 서초구,2023/10/02,location,603128
5995276,서울 강남구,2023/10/05,location,364864
6906742,서울 강남구,2023/10/04,location,785427
9539879,서울 강남구,2023/09/29,location,666219
9784799,서울 성동구,2023/10/02,location,660626
3829527,서울 종로구,2023/10/01,location,952920
5523092,서울 종로구,2023/10/04,location,392644
4894999,서울 종로구,2023/10/03,location,401852
6404440,서울 성동구,2023/10/03,location,214375
3157392,서울 영등포구,2023/09/28,location,562461
2626719,경기도 안성시,2023/09/29,location,835132
3573120,서울 강남구,2023/09/30,location,480423
3044786,서울 강남구,2023/09/28,location,904850
4493266,서울 강동구,2023/10/01,location,146113
5401894,경기도 양평군,2023/09/29,location,998941
6137609,서울 강동구,2023/09/29,location,803834
1383821,서울 서초구,2023/09/29,location,747202
7258254,서울 서초구,2023/10/02,location,581115
2207649,경기도 파주시,2023/09/28,location,956715
4651743,서울 강동구,2023/10/05,location,883386
7774709,경기도 수원시,2023/10/02,location,130076
2933559,경기도 파주시,2023/09/28,location,507939
5498687,경기도 파주시,2023/09/30,location,692286
4818382,서울 강남구,2023/10/01,location,903137
1504430,서울 강남구,2023/10/05,location,548099
1128340,서울 성북구,2023/09/28,location,959720
9353306,경기도 가평군,2023/10/03,location,595551
7065160,경기도 군포시,2023/09/30,location,789586
6426394,경기도 양주시,2023/09/28,location,279429
9233196,경기도 양주시,2023/10/01,location,586142
3721269,경기도 파주시,2023/09/28,location,762069
3775844,경기도 안성시,2023/09/29,location,872970
9714039,경기도 안성시,2023/09/28,location,809520
8491200,서울 중구,2023/10/03,location,850380
6636321,경기도 안양시,2023/10/05,location,924956
8242111,경기도 양평군,2023/10/03,location,776410
8138843,인천 강화군,2023/10/03,location,153092
5314356,인천 동구,2023/10/04,location,469983
4477312,경기도 남양주시,2023/09/28,location,774080
6548471,경기도 남양주시,2023/10/04,location,637093
6609355,서울 중구,2023/10/02,location,534560
5741607,서울 중구,2023/10/01,location,879650
3670099,서울 중구,2023/10/03,location,824894
3678983,인천 남동구,2023/10/02,location,873897
7018570,서울 종로구,2023/10/02,location,320569
9603137,서울 영등포구,2023/10/03,location,481930
9232107,경기도 과천시,2023/10/05,location,348597
8428193,경기도 군포시,2023/09/30,location,261111
6373386,서울 용산구,2023/10/04,location,212987
2074262,서울 용산구,2023/10/02,location,688693
2229163,서울 용산구,2023/10/04,location,291151
4714588,경기도 연천군,2023/10/01,location,932778
4574965,경기도 연천군,2023/10/01,location,835616
9739980,서울 강남구,2023/10/04,location,571647
1210403,서울 마포구,2023/09/29,location,796821
7157999,인천 중구,2023/09/28,location,455306
5474310,경기도 화성시,2023/10/02,location,987719
3346478,경기도 화성시,2023/10/04,location,861907
4410670,경기도 화성시,2023/09/29,location,456649
4542832,경기도 양평군,2023/10/05,location,467892
1812756,경기도 양평군,2023/10/02,location,457558
8142564,서울 성북구,2023/10/01,location,691739
6330684,서울 성북구,2023/09/30,location,895294
5818911,서울 동대문구,2023/09/29,location,548060
5936944,인천 중구,2023/09/28,location,734333
2592775,서울 용산구,2023/09/30,location,620176
8362541,서울 중구,2023/10/03,location,371448
4941573,인천 연수구,2023/10/01,location,855741
9540423,인천 연수구,2023/09/30,location,708968
3355484,인천 연수구,2023/09/28,location,356262
9890240,서울 성북구,2023/10/04,location,484609
2679277,서울 성북구,2023/10/05,location,762294
3350952,경기도 안성시,2023/10/04,location,152489
7704960,경기도 안성시,2023/10/04,location,593833
7568342,경기도 안성시,2023/10/01,location,873868
2187409,경기도 가평군,2023/10/03,location,539244
4922411,서울 서초구,2023/09/30,location,421516
9941421,경기도 가평군,2023/10/03,location,503815
3306056,서울 용산구,2023/09/30,location,858364
6427325,인천 남동구,2023/09/30,location,521160
5194107,서울 성동구,2023/10/01,location,357604
4781424,서울 성동구,2023/09/28,location,123464
1969014,서울 강남구,2023/09/28,location,994814
1799891,서울 강남구,2023/10/05,location,940082
6692939,경기도 평택시,2023/10/05,location,699469
2969932,경기도 평택시,2023/09/30,location,467586
2059037,경기도 용인시,2023/10/05,location,351019
6628349,서울 송파구,2023/10/05,location,785660
2360070,서울 송파구,2023/09/28,location,892616
1632166,인천 서구,2023/10/04,location,472620
1557829,서울 금천구,2023/09/28,location,369859
3819660,서울 중구,2023/09/28,location,626916
1625754,서울 중구,2023/10/01,location,599037
5324395,서울 송파구,2023/09/30,location,847829
3142418,서울 성동구,2023/09/30,location,182379
7178100,서울 영등포구,2023/10/04,location,316338
8191731,서울 종로구,2023/09/30,location,108732
4539667,경기도 시흥시,2023/10/01,location,852564
5690179,경기도 시흥시,2023/09/30,location,229876
6318341,서울 서초구,2023/09/30,location,586828
5497748,서울 송파구,2023/09/28,location,449156
3532726,서울 광진구,2023/09/29,location,972446
4970567,서울 광진구,2023/10/05,location,233794
2643695,경기도 양주시,2023/10/01,location,803375
7664566,경기도 광명시,2023/10/01,location,584335
3531906,인천 강화군,2023/10/01,location,255763
2225743,경기도 화성시,2023/09/30,location,230767
5690934,경기도 수원시,2023/10/05,location,307430
5892745,인천 옹진군,2023/10/04,location,664959
6028875,인천 동구,2023/09/30,location,707546
1811590,인천 동구,2023/10/03,location,419293
6464571,서울 강남구,2023/10/03,location,763728
3247245,서울 강남구,2023/09/29,location,392184
3168110,서울 용산구,2023/09/29,location,893399
7994895,인천 미추홀구,2023/10/01,location,583546
2400195,서울 관악구,2023/09/30,location,531340
3354447,서울 광진구,2023/10/04,location,590981
2316803,서울 광진구,2023/10/04,location,426348
1784074,서울 광진구,2023/10/04,location,154999
2702859,서울 광진구,2023/09/28,location,315078
7653479,인천 강화군,2023/10/04,location,245599
6398515,경기도 과천시,2023/10/05,location,521712
3576259,경기도 성남시,2023/10/05,location,698968
5386588,경기도 성남시,2023/09/29,location,527905
1637492,경기도 성남시,2023/10/03,location,974882
5660720,인천 중구,2023/09/28,location,899223
1581658,서울 강북구,2023/09/28,location,706664
2184639,경기도 고양시,2023/10/03,location,672527
7229084,서울 강남구,2023/10/01,location,316694
9723051,서울 강남구,2023/09/29,location,188803
5307785,경기도 가평군,2023/10/01,location,457700
5164958,서울 용산구,2023/09/30,location,788075
2502758,서울 동작구,2023/09/30,location,288125
7801846,서울 동작구,2023/10/03,location,885333
5521205,인천 강화군,2023/09/30,location,952299
8989873,인천 강화군,2023/09/30,location,568704
5109547,인천 강화군,2023/09/29,location,799836
6298504,서울 광진구,2023/10/05,location,364238
5947043,서울 광진구,2023/10/02,location,523616
6728897,경기도 하남시,2023/09/29,location,928736
7946627,경기도 하남시,2023/10/04,location,501970
4167480,인천 서구,2023/09/29,location,835346
7608272,인천 강화군,2023/10/02,location,929527
7530403,서울 마포구,2023/10/04,location,840986
3807969,서울 성동구,2023/10/03,location,463363
1761502,서울 은평구,2023/09/29,location,431874
1885219,서울 송파구,2023/10/01,location,403653
6424437,서울 송파구,2023/10/02,location,336771
3985868,경기도 광주시,2023/09/28,location,690973
9126563,서울 성동구,2023/10/04,location,225904
3973276,서울 마포구,2023/10/02,location,517832
6357924,인천 서구,2023/10/01,location,518683
5940317,인천 중구,2023/10/01,location,275381
1079636,인천 강화군,2023/10/04,location,188844
5541693,서울 강서구,2023/10/03,location,735773
3184795,서울 강서구,2023/10/04,location,968402
1911282,서울 강서구,2023/10/01,location,298332
2871183,서울 강서구,2023/10/02,location,616948
1354051,인천 중구,2023/10/04,location,611090
2512061,인천 중구,2023/09/28,location,571331
9475985,서울 강남구,2023/09/28,location,867033
2603770,경기도 용인시,2023/09/29,location,472960
5169566,경기도 포천시,2023/10/01,location,367422
7492601,인천 옹진군,2023/10/01,location,536240
2950390,경기도 포천시,2023/09/28,location,327889
4908164,경기도 포천시,2023/10/02,location,345351
2010632,서울 강남구,2023/10/01,location,734736
6019214,인천 연수구,2023/10/03,location,297575
7409622,경기도 여주시,2023/09/30,location,779029
5582851,경기도 양평군,2023/10/03,location,726896
3958308,서울 은평구,2023/10/05,location,272131
9589126,서울 중구,2023/09/30,location,864713
7465522,인천 서구,2023/09/28,location,798722
2027018,인천 서구,2023/09/29,location,717842
3700077,경기도 고양시,2023/10/02,location,642938
8141917,서울 중구,2023/10/01,location,938617
3900452,서울 중구,2023/09/30,location,214067
7138942,서울 서초구,2023/10/02,location,522820
7370751,서울 강남구,2023/10/02,location,914577
6018095,서울 강남구,2023/10/01,location,246394
4550703,서울 강남구,2023/10/02,location,282380
1816905,서울 강남구,2023/10/04,location,373611
7090980,경기도 성남시,2023/10/02,location,425213
6193159,경기도 부천시,2023/10/05,location,693514
4163662,경기도 부천시,2023/10/02,location,582875
4732396,경기도 부천시,2023/10/03,location,331452
4906126,서울 종로구,2023/10/04,location,670752
2215488,서울 종로구,2023/10/04,location,697843
8758692,경기도 안양시,2023/10/05,location,823857
6467345,경기도 파주시,2023/10/05,location,436718
8017761,경기도 군포시,2023/09/29,location,568784
7861934,경기도 파주시,2023/10/02,location,172111
2619132,경기도 연천군,2023/09/30,location,402131
2863682,서울 용산구,2023/09/30,location,789941
1298260,경기도 고양시,2023/10/04,location,485933
2874033,서울 종로구,2023/10/05,location,548867
2825105,서울 마포구,2023/09/30,location,318279
5877442,서울 광진구,2023/10/01,location,941633
9404937,서울 강동구,2023/09/30,location,351431
4152162,서울 마포구,2023/10/05,location,910264
3913590,경기도 파주시,2023/10/02,location,169301
4227517,경기도 파주시,2023/09/30,location,954225
7154412,서울 성북구,2023/10/01,location,143675
2937891,인천 강화군,2023/09/29,location,653069
6473502,서울 중구,2023/09/30,location,900075
1421265,인천 옹진군,2023/10/02,location,470428
8990580,서울 마포구,2023/10/01,location,192475
9192415,인천 계양구,2023/10/03,location,397224
9346203,경기도 시흥시,2023/09/28,location,101649
1694330,서울 영등포구,2023/09/29,location,627584
1442165,인천 동구,2023/10/05,location,695135
2650859,인천 동구,2023/10/03,location,590584
5116381,인천 동구,2023/09/28,location,332818
3940403,서울 종로구,2023/09/28,location,218807
1826678,서울 종로구,2023/09/30,location,246592
4019154,서울 종로구,2023/10/05,location,528196
8728316,서울 종로구,2023/10/04,location,758217
9478210,인천 남동구,2023/10/05,location,190381
6546470,서울 서초구,2023/09/28,location,717584
5795333,서울 서초구,2023/10/05,location,616226
2479598,서울 종로구,2023/09/29,location,342932
3275679,인천 미추홀구,2023/09/30,location,986734
1615815,인천 미추홀구,2023/09/29,location,537821
4049724,인천 미추홀구,2023/09/30,location,736469
4135110,경기도 여주시,2023/09/29,location,340998
5399063,서울 종로구,2023/09/30,location,583664
3005651,서울 종로구,2023/09/29,location,296582
2729455,서울 강남구,2023/10/05,location,480974
7340089,인천 중구,2023/09/28,location,549184
8553347,서울 중구,2023/10/01,location,763094
7380611,서울 중구,2023/10/05,location,275491
9962787,인천 서구,2023/09/30,location,178572
6447726,서울 용산구,2023/10/03,location,995210
5252185,인천 중구,2023/10/04,location,708740
5873878,서울 종로구,2023/10/02,location,891294
8112917,경기도 구리시,2023/10/01,location,196504
3888197,서울 광진구,2023/10/03,location,963325
6302639,인천 미추홀구,2023/10/03,location,607267
8991889,인천 미추홀구,2023/10/05,location,246445
8832665,서울 동작구,2023/09/30,location,632753
1408807,서울 동작구,2023/10/05,location,659850
3160305,서울 성동구,2023/10/01,location,423227
1105013,서울 용산구,2023/09/28,location,600731
5346758,경기도 남양주시,2023/09/28,location,608333
3735318,서울 동대문구,2023/09/29,location,367693
8162268,서울 서초구,2023/10/01,location,713870
3623920,서울 광진구,2023/10/05,location,615153
7160492,서울 종로구,2023/09/29,location,934597
7567145,서울 종로구,2023/09/30,location,531340
1373258,서울 종로구,2023/09/28,location,260149
9997673,서울 종로구,2023/10/02,location,403520
6023787,인천 중구,2023/09/29,location,921111
8108867,인천 중구,2023/10/03,location,635773
4881466,인천 중구,2023/10/03,location,199788
5651232,서울 마포구,2023/10/01,location,289651
7799141,서울 마포구,2023/10/05,location,457287
9177699,서울 성동구,2023/09/30,location,693497
7428864,서울 용산구,2023/10/03,location,605731
8014876,경기도,2023/09/28,location,406351
3905663,서울 중구,2023/10/03,location,239632
2776050,서울 송파구,2023/09/30,location,235018
6455357,서울 송파구,2023/09/29,location,813793
4273150,인천 옹진군,2023/10/05,location,440544
7760909,서울 마포구,2023/10/05,location,844456
2354000,서울 마포구,2023/10/05,location,138430
2315433,서울 송파구,2023/09/28,location,815609
9521039,서울 강남구,2023/09/28,location,326956
7336341,서울 강남구,2023/10/01,location,832008
6251290,인천 강화군,2023/10/05,location,537110
1732063,서울 강북구,2023/10/04,location,275808
5361852,서울 광진구,2023/09/29,location,139273
9487231,서울 서대문구,2023/10/02,location,762320
6200539,서울 서대문구,2023/10/04,location,738453
7072446,서울 서대문구,2023/10/05,location,484964
9469988,인천 중구,2023/10/05,location,892843
5376863,서울 송파구,2023/09/28,location,729006
5767679,서울 마포구,2023/10/02,location,305622
8191387,서울 도봉구,2023/10/03,location,370387
3334066,경기도 연천군,2023/10/03,location,244926
6304508,서울 종로구,2023/10/03,location,831853
4517116,서울 종로구,2023/10/04,location,838892
1199088,서울 종로구,2023/09/28,location,465200
3535895,인천 남동구,2023/09/28,location,807928
9173025,인천 강화군,2023/10/03,location,633352
2757943,서울 광진구,2023/10/01,location,483238
3854478,서울 광진구,2023/10/02,location,341340
3770536,서울 서대문구,2023/10/02,location,855348
1154998,서울 강남구,2023/10/02,location,939175
5025176,서울 종로구,2023/10/04,location,422453
6864016,경기도 포천시,2023/09/28,location,639792
7941037,경기도 가평군,2023/10/05,location,563849
8533156,경기도 이천시,2023/09/29,location,404844
4638909,서울 성동구,2023/10/02,location,176708
9707507,서울 성동구,2023/09/30,location,453279
9344566,경기도 양평군,2023/10/05,location,479226
5465840,경기도 광주시,2023/10/04,location,362919
7542159,서울 강남구,2023/09/30,location,419887
2719075,서울 서초구,2023/09/28,location,665317
8187717,서울 강남구,2023/10/01,location,249727
6672170,경기도 시흥시,2023/10/01,location,105800
1468578,경기도 시흥시,2023/10/03,location,820067
9368409,서울 종로구,2023/09/29,location,922245
9855456,서울 중구,2023/10/03,location,997893
5317794,서울 종로구,2023/10/01,location,414975
8253611,서울 종로구,2023/10/05,location,119190
8136350,서울 성북구,2023/10/03,location,958084
6720420,경기도 고양시,2023/09/29,location,572769
8501360,서울 서초구,2023/10/03,location,928221
4163315,서울 종로구,2023/10/05,location,512818
7385737,서울 마포구,2023/09/29,location,942436
3942318,서울 강북구,2023/10/03,location,232701
7850224,서울 강북구,2023/10/03,location,434616
4902074,서울 동작구,2023/09/29,location,183773
3324468,서울 동작구,2023/09/28,location,286124
2326759,서울 마포구,2023/09/30,location,746138
4057767,서울 마포구,2023/09/28,location,580776
3676887,서울 마포구,2023/09/29,location,496456
3796469,서울 마포구,2023/09/30,location,439954
3887330,서울 송파구,2023/09/28,location,391186
2788941,서울 동대문구,2023/10/01,location,365567
8335934,서울 동대문구,2023/09/30,location,700834
8446904,서울 구로구,2023/10/02,location,929143
9491457,서울 구로구,2023/09/30,location,688210
5328112,서울 중구,2023/09/28,location,427444
6640571,서울 종로구,2023/10/05,location,648306
4461355,경기도 양평군,2023/10/02,location,218033
6828048,서울 중구,2023/10/01,location,971401
9880384,서울 중구,2023/10/04,location,150982
4740012,서울 중구,2023/10/04,location,917925
7375964,서울 종로구,2023/10/04,location,701457
2246971,경기도 화성시,2023/10/01,location,328309
4497021,경기도 화성시,2023/10/03,location,561318
6987777,서울 중구,2023/10/04,location,146011
3450039,인천 중구,2023/10/03,location,789714
8603825,인천 중구,2023/09/30,location,146694
7595831,인천 중구,2023/09/29,location,972290
2483443,서울 종로구,2023/09/28,location,124310
1763139,인천 부평구,2023/10/04,location,564316
3428177,서울 강남구,2023/09/30,location,233543
2289966,인천 옹진군,2023/09/30,location,271584
7802539,경기도 김포시,2023/10/01,location,868383
4321824,경기도 김포시,2023/09/28,location,550248
4903045,서울 성동구,2023/09/28,location,882585
9976705,서울 송파구,2023/09/29,location,554540
4785276,서울 영등포구,2023/10/02,location,926300
3258908,인천 강화군,2023/09/30,location,465820
9877582,서울 서초구,2023/10/03,location,996961
8978203,경기도 화성시,2023/09/30,location,391014
9149360,경기도 화성시,2023/10/03,location,529484
5451028,경기도 고양시,2023/10/04,location,449073
7232161,인천 서구,2023/10/04,location,964935
7780945,인천 서구,2023/10/03,location,829053
1699219,서울 성동구,2023/10/02,location,766701
3983643,인천 중구,2023/10/04,location,165864
5252848,서울 성동구,2023/09/30,location,522721
2145682,서울 용산구,2023/10/03,location,236428
5972953,서울 용산구,2023/10/03,location,836221
1514594,서울 용산구,2023/10/01,location,708991
1482008,서울 용산구,2023/10/03,location,896261
8897642,서울 노원구,2023/09/29,location,751247
8621236,서울 서초구,2023/10/02,location,574067
5290005,서울 서초구,2023/10/02,location,332180
3709786,서울 서초구,2023/09/30,location,396160
4741090,서울 서초구,2023/10/04,location,451279
8504027,서울 영등포구,2023/10/03,location,636235
1697147,서울 영등포구,2023/09/28,location,585494
4218990,인천 옹진군,2023/10/01,location,993850
4685200,인천 옹진군,2023/10/04,location,374130
3290855,경기도 양평군,2023/10/03,location,805220
2696938,서울 강동구,2023/09/29,location,398283
4722577,서울 강동구,2023/09/29,location,506580
3023566,서울 강남구,2023/10/05,location,631339
5552744,서울 영등포구,2023/10/03,location,637532
8155470,서울 성동구,2023/09/28,location,179721
2387283,서울 성동구,2023/10/01,location,879034
7164360,서울 성동구,2023/09/29,location,246267
5262983,경기도 연천군,2023/10/03,location,531655
9049170,경기도 연천군,2023/09/29,location,412678
2307075,경기도 연천군,2023/10/04,location,546049
9716563,서울 중구,2023/10/03,location,473483
3442375,서울 성동구,2023/10/03,location,330889
1324713,서울 마포구,2023/10/05,location,534709
5072492,서울 마포구,2023/10/01,location,819658
2455845,서울 마포구,2023/10/01,location,237490
5396246,인천 중구,2023/10/05,location,642219
3768994,경기도 김포시,2023/10/05,location,606863
5566966,서울 중구,2023/10/02,location,869356
2857630,인천 중구,2023/09/30,location,854290
6082690,서울 송파구,2023/10/05,location,606799
5037782,서울 송파구,2023/09/28,location,650343
7772359,서울 강남구,2023/10/03,location,776026
9921563,서울 강남구,2023/10/04,location,793445
6709442,서울 서초구,2023/10/04,location,509516
1320575,서울 서초구,2023/09/29,location,688810
6739464,서울,2023/09/29,location,323012
9825586,서울 강남구,2023/10/04,location,937063
3405795,서울 강남구,2023/10/01,location,626356
7694858,경기도 성남시,2023/10/01,location,161617
7412910,서울 성동구,2023/09/29,location,744009
4180888,서울 성동구,2023/10/04,location,832201
6079177,서울 성동구,2023/10/05,location,573118
1657752,서울 중구,2023/10/05,location,486914
1132058,서울 중구,2023/10/01,location,672796
5797100,서울 마포구,2023/09/30,location,942442
4198869,경기도 포천시,2023/10/03,location,969093
3526619,경기도 고양시,2023/10/05,location,544608
3616066,경기도 고양시,2023/09/30,location,955869
7380765,서울 송파구,2023/09/29,location,949979
1231027,서울 성동구,2023/09/30,location,629946
8636455,경기도 가평군,2023/10/02,location,513831
9914277,경기도 양주시,2023/10/05,location,587135
8227402,경기도 양주시,2023/09/29,location,900554
9254227,서울 강남구,2023/10/03,location,576444
9193069,서울 광진구,2023/10/05,location,534308
